k,g11,g12,g22,energy
-2.33,25.353582117605445,289.0579874181184,3305.835450620907,-33.29835559784406
-2.325,25.384517670879177,288.76846654335003,3295.229262975897,-33.13221538596303
-2.32,25.41557168384566,288.4786962441182,3284.6345707943838,-32.96646033875587
-2.315,25.446744938981432,288.1886760992522,3274.051387132074,-32.80109049458091
-2.31,25.478038226197835,287.89840568893527,3263.47972509337,-32.63610589204553
-2.305,25.509452342938083,287.60788459480847,3252.9195978322628,-32.47150657000863
-2.3,25.540988094269363,287.3171124000042,3242.371018552399,-32.30729256758283
-2.295,25.572646292979183,287.02608868921084,3231.834000507515,-32.143463924137016
-2.29,25.60442775967244,286.73481304873036,3221.3085570017442,-31.98002067929857
-2.285,25.636333322872193,286.44328506656217,3210.7947013902462,-31.816962872955983
-2.28,25.66836381911734,286.1515043324365,3200.292447079237,-31.65429054526123
-2.275,25.700520093066775,285.8594704379016,3189.801807526594,-31.492003736632263
-2.27,25.732802997601855,285.5671829763782,3179.3227962421065,-31.33010248775563
-2.265,25.765213393932402,285.27464154323695,3168.8554267879954,-31.168586839588933
-2.26,25.79775215170335,284.9818457358618,3158.399712779185,-31.007456833363484
-2.255,25.8304201491038,284.68879515372856,3147.955667883819,-30.846712510586947
-2.25,25.863218272976447,284.3954893984641,3137.5233058234917,-30.686353913046
-2.245,25.896147418931925,284.10192807394594,3127.1026403739206,-30.526381082808975
-2.24,25.929208491460393,283.80811078635196,3116.693685365074,-30.36679406222863
-2.235,25.962402404048184,283.5140371442472,3106.2964546816943,-30.207592893944952
-2.23,25.995730079299204,283.21970675870114,3095.910962264087,-30.04877762088789
-2.225,26.02919244904623,282.92511924328255,3085.5372221076423,-29.890348286280258
-2.22,26.06279045448148,282.63027421423686,3075.1752482642696,-29.732304933640535
-2.215,26.096525046275183,282.3351712905174,3064.8250548422357,-29.574647606785827
-2.21,26.130397184703728,282.03981009390066,3054.4866560069067,-29.417376349834832
-2.205,26.164407839774885,281.74419024904773,3044.1600659809083,-29.260491207210748
-2.2,26.198557991359404,281.448311383617,3033.845299044821,-29.103992223644443
-2.195,26.232848629324156,281.15217312836575,3023.542369537669,-28.94787944417733
-2.19,26.267280753662547,280.85577511720766,3013.2512918570155,-28.792152914164646
-2.185,26.301855374636506,280.5591169873708,3002.972080460075,-28.63681267927849
-2.18,26.336573512910192,280.2621983794417,2992.7047498635775,-28.48185878551105
-2.175,26.371436199693935,279.9650189375003,2982.4493146446043,-28.32729127917783
-2.17,26.406444476887117,279.6675783092157,2972.2057894409554,-28.17311020692096
-2.165,26.441599397224994,279.36987614596814,2961.97418895185,-28.01931561571243
-2.16,26.47690202442187,279.0719121028981,2951.7545279377373,-27.86590755285751
-2.155,26.512353433332727,278.7736858391342,2941.546821222038,-27.712886065998198
-2.15,26.547954710098445,278.47519701782073,2931.351083690747,-27.560251203116472
-2.145,26.58370695230206,278.1764453062372,2921.1673302929753,-27.408003012538195
-2.14,26.61961126913064,277.8774303759491,2910.995576041778,-27.25614154293607
-2.135,26.655668781536978,277.57815190293155,2900.8358360147295,-27.104666843333888
-2.13,26.691880622403147,277.2786095676883,2890.6881253543575,-26.953578963109663
-2.125,26.72824793670826,276.97880305538587,2880.552459268778,-26.802877951999577
-2.12,26.76477188169326,276.67873205592514,2870.4288530315766,-26.65256386010165
-2.115,26.8014536270481,276.3783962642273,2860.317321983997,-26.50263673787947
-2.11,26.838294355073366,276.0777953802194,2850.2178815339216,-26.35309663616627
-2.105,26.875295260866636,275.77692910904494,2840.130547157134,-26.203943606168572
-2.1,26.912457552504318,275.4757971612055,2830.0553343978972,-26.05517769947029
-2.095,26.94978245122767,275.17439925270764,2819.9922588695376,-25.90679896803665
-2.09,26.987271191631184,274.87273510521106,2809.9413362550126,-25.758807464218364
-2.085,27.024925021856355,274.5708044461957,2799.902582307656,-25.611203240755657
-2.08,27.06274520378522,274.2686070090953,2789.876012851523,-25.463986350782527
-2.075,27.100733013245105,273.9661425335125,2779.861643782561,-25.317156847830887
-2.07,27.13888974020484,273.66341076531944,2769.85949106861,-25.17071478583498
-2.065,27.17721668898822,273.3604114568919,2759.869570750639,-25.024660219135683
-2.06,27.215715178480142,273.0571443672421,2749.8918989430613,-24.878993202484935
-2.055,27.254386542342615,272.7536092622102,2739.926491834451,-24.73371379105022
-2.05,27.293232129237786,272.44980591469596,2729.9733656887656,-24.588822040419096
-2.045,27.332253303040243,272.1457341047464,2720.0325368450353,-24.44431800660396
-2.04,27.371451443073777,271.8413936198477,2710.1040217190325,-24.300201746046536
-2.035,27.41082794433706,271.53678425507184,2700.1878368035113,-24.156473315622712
-2.03,27.45038421774062,271.2319058132976,2690.2839986691124,-24.013132772647406
-2.025,27.490121690345244,270.92675810540726,2680.3925239650175,-23.870180174879415
-2.02,27.530041805607546,270.6213409505108,2670.5134294197933,-23.727615580526404
-2.015,27.570146023627448,270.3156541761562,2660.64673184213,-23.585439048249885
-2.01,27.610435821402387,270.0096976185555,2650.7924481216164,-23.44365063717042
-2.005,27.650912693085502,269.70347112281706,2640.950595229601,-23.302250406872798
-2.0,27.691578150248443,269.39697454317246,2631.1211902198975,-23.16123841741117
-1.995,27.73243372215032,269.09020774322744,2621.3042502297667,-23.020614729314662
-1.99,27.77348095601084,268.78317059620025,2611.4997924806044,-22.880379403592443
-1.985,27.814721417288798,268.47586298517825,2601.7078342789255,-22.740532501739622
-1.98,27.856156689966124,268.1682848033695,2591.9283930170855,-22.601074085742553
-1.975,27.897788376839255,267.86043595438883,2582.161486174411,-22.462004218084637
-1.97,27.939618099808015,267.55231635246446,2572.407131317461,-22.32332296175205
-1.965,27.98164750018879,267.24392592283556,2562.665346102094,-22.185030380239603
-1.96,28.023878239009377,266.93526460191606,2552.9361482732115,-22.047126537556743
-1.955,28.066311997330956,266.62633233767593,2543.219555666567,-21.9096114982334
-1.95,28.108950476559762,266.3171290898646,2533.5155862089946,-21.77248532732641
-1.945,28.15179539877969,266.00765483038646,2523.824257920051,-21.63574809042551
-1.94,28.194848507078426,265.6979095435561,2514.1455889124163,-21.499399853659636
-1.935,28.2381115658938,265.3878932264925,2504.4795973935998,-21.363440683703583
-1.93,28.28158636135212,265.0776058893794,2494.8263016662913,-21.227870647784258
-1.925,28.325274701624586,264.76704755584075,2485.1857201297657,-21.092689813687493
-1.92,28.36917841728791,264.45621826329324,2475.5578712809593,-20.95789824976456
-1.915,28.413299361688455,264.1451180632764,2465.942773715348,-20.82349602493937
-1.91,28.45763941132203,263.83374702186035,2456.340446128367,-20.689483208714922
-1.905,28.50220046620752,263.52210521994675,2446.75090731597,-20.555859871180864
-1.9,28.546984450290548,263.2101927537679,2437.174176176696,-20.422626083020265
-1.895,28.59199331182994,262.89800973517475,2427.6102717119306,-20.289781915517143
-1.89,28.63722902381119,262.58555629210014,2418.0592130275995,-20.157327440563716
-1.885,28.682693584359182,262.27283256895345,2408.5210193351963,-20.025262730668054
-1.88,28.728389017163966,261.9598387270583,2398.9957099531193,-19.893587858961627
-1.875,28.77431737191321,261.6465749450873,2389.483304307899,-19.76230289920715
-1.87,28.820480724731798,261.33304141948486,2379.9838219352387,-19.631407925806375
-1.865,28.86688117864036,261.0192383649919,2370.4972824819197,-19.50090301380829
-1.86,28.913520864010156,260.70516601505597,2361.023705706518,-19.37078823891711
-1.855,28.960401939037734,260.39082462235376,2351.5631114811727,-19.241063677500726
-1.85,29.00752659022238,260.076214459247,2342.1155197925036,-19.11172940659905
-1.845,29.054897032864226,259.76133581835154,2332.680950743605,-18.98278550393256
-1.84,29.102515511565183,259.4461890130512,2323.2594245553687,-18.85423204791116
-1.835,29.150384300734395,259.13077437795715,2313.8509615672133,-18.72606911764301
-1.83,29.19850570512517,258.81509226957564,2304.45558223964,-18.598296792943483
-1.825,29.24688206036483,258.49914306681313,2295.073307155184,-18.470915154344375
-1.82,29.295515733503535,258.18292717156584,2285.704157020015,-18.34392428310335
-1.815,29.34440912357576,257.86644500932795,2276.3481526656333,-18.217324261213246
-1.81,29.3935646621749,257.54969702981776,2267.0053150505573,-18.091115171411847
-1.805,29.442984814034176,257.23268370756955,2257.6756652616596,-17.965297097191847
-1.8,29.492672077630967,256.9154055426252,2248.3592245161994,-17.839870122810648
-1.795,29.542628985801098,256.59786306121674,2239.056014163711,-17.714834333300484
-1.79,29.592858106355006,256.2800568163581,2229.7660556869214,-17.590189814479178
-1.785,29.64336204273347,255.96198738868125,2220.489370704747,-17.465936652960163
-1.78,29.694143434651398,255.64365538704953,2211.2259809731186,-17.342074936163694
-1.775,29.745204958774135,255.32506144935408,2201.975908387348,-17.21860475232736
-1.77,29.796549329405362,255.006206243289,2192.7391749841636,-17.095526190517532
-1.765,29.848179299184224,254.6870904670897,2183.515802943221,-16.972839340640512
-1.76,29.900097659815003,254.3677148504346,2174.3058145899395,-16.850544293453968
-1.755,29.952307242785146,254.04808015512296,2165.10923239626,-16.728641140578993
-1.75,30.004810920135704,253.72818717607635,2155.926078983984,-16.607129974511736
-1.745,30.057611605224757,253.40803674214894,2146.756377126327,-16.486010888635683
-1.74,30.110712253518027,253.0876297170425,2137.6001497502652,-16.365283977234096
-1.735,30.16411586339695,252.7669670002302,2128.4574199386966,-16.244949335502586
-1.73,30.217825476988583,252.44604952793063,2119.3282109328993,-16.125007059561916
-1.725,30.27184418101069,252.12487827406136,2110.212546134655,-16.005457246471284
-1.72,30.326175107643643,251.80345425128223,2101.1104491089113,-15.88629999424144
-1.715,30.38082143541912,251.48177851202277,2092.0219435861068,-15.76753540184841
-1.71,30.435786390129834,251.15985214953776,2082.947053464647,-15.649163569247431
-1.705,30.491073245770266,250.8376762990611,2073.8858028138193,-15.531184597386687
-1.7,30.546685325485008,250.51525213886242,2064.8382158758623,-15.413598588222335
-1.695,30.602626002558658,250.19258089148892,2055.804317069264,-15.2964056447326
-1.69,30.658898701417574,249.86966382492744,2046.7841309911964,-15.179605870932956
-1.685,30.715506898662703,249.5465022538563,2037.7776824204955,-15.063199371891372
-1.68,30.772454124126742,249.2230975409161,2028.7849963205426,-14.94718625374382
-1.675,30.8297439619598,248.89945109802886,2019.8060978422445,-14.83156662371009
-1.67,30.88738005174246,248.57556438776277,2010.8410123273036,-14.716340590109981
-1.665,30.945366089621633,248.2514389246758,2001.8897653109052,-14.601508262379786
-1.66,31.003705829485558,247.92707627679272,1992.9523825252654,-14.487069751089086
-1.655,31.062403084173546,247.60247806715196,1984.0288899034342,-14.373025167957737
-1.65,31.121461726683922,247.27764597513422,1975.1193135813126,-14.259374625873685
-1.645,31.180885691468113,246.95258173826747,1966.223679902715,-14.146118238910459
-1.64,31.24067897570616,246.6272871536641,1957.3420154217972,-14.033256122345577
-1.635,31.300845640653286,246.30176407980002,1948.4743469073799,-13.920788392679073
-1.63,31.36138981300236,245.97601443818786,1939.6207013463454,-13.808715167652275
-1.625,31.42231568629091,245.65004021516742,1930.781105947816,-13.697036566267514
-1.62,31.483627522343816,245.32384346373112,1921.9555881468789,-13.585752708807505
-1.615,31.545329652757335,244.99742630542426,1913.1441756088439,-13.474863716855673
-1.61,31.607426480419555,244.67079093227375,1904.3468962333084,-13.364369713316721
-1.605,31.66992248107598,244.34393960880587,1895.5637781585394,-13.254270822437595
-1.6,31.732822204943012,244.01687467415562,1886.7948497659975,-13.144567169828964
-1.595,31.796130278347196,243.68959854411403,1878.0401396845975,-13.03525888248721
-1.59,31.859851405447625,243.36211371350103,1869.2996767960442,-12.926346088816413
-1.585,31.923990369952353,243.03442275823406,1860.5734902386791,-12.817828918651978
-1.58,31.988552036940412,242.70652833786576,1851.8616094133888,-12.709707503283278
-1.575,32.05354135469916,242.37843319793726,1843.1640639880563,-12.60198197547771
-1.57,32.118963356618316,242.05014017246737,1834.4808839032196,-12.494652469505342
-1.565,32.18482316316629,241.7216521866724,1825.8120993775476,-12.387719121163489
-1.56,32.25112598386866,241.39297225944077,1817.1577409127547,-12.281182067802405
-1.555,32.31787711940389,241.06410350626842,1808.5178392999962,-12.17504144835127
-1.55,32.38508196374054,240.7350491421588,1799.8924256259277,-12.069297403344635
-1.545,32.45274600629324,240.4058124843527,1791.2815312778519,-11.963950074950043
-1.54,32.52087483421456,240.07639695559243,1782.6851879508044,-11.858999606995487
-1.535,32.589474134734985,239.74680608736608,1774.103427654455,-11.754446144997981
-1.53,32.65854969749674,239.4170435228117,1765.536282718102,-11.650289836192828
-1.525,32.728107417078384,239.08711302043906,1756.9837857990674,-11.546530829563215
-1.52,32.79815329555158,238.75701845769427,1748.445969890088,-11.443169275870822
-1.515,32.86869344501833,238.42676383412086,1739.9228683245558,-11.34020532768694
-1.51,32.93973409040347,238.09635327560994,1731.4145147863292,-11.237639139424434
-1.505,33.01128157219502,237.76579103803263,1722.920943316406,-11.135470867370415
-1.5,33.08334234932663,237.43508151131442,1714.4421883212553,-11.033700669719659
-1.495,33.15592300214048,237.10422922359584,1705.9782845811094,-10.932328706608873
-1.49,33.22903023538776,236.77323884524918,1697.5292672571336,-10.8313551401518
-1.485,33.30267088166209,236.44211519482283,1689.0951719076102,-10.73078013447493
-1.48,33.376851904096156,236.11086324071684,1680.6760344825382,-10.63060385575469
-1.475,33.45158040028002,235.77948810893565,1672.2718913477627,-10.53082647225473
-1.47,33.526863605450394,235.44799508657692,1663.8827792874552,-10.43144815436471
-1.465,33.60270889613015,235.11638962729447,1655.5087355158369,-10.332469074639876
-1.46,33.67912379382702,234.7846773566316,1647.149797687605,-10.233889407841557
-1.455,33.75611596885783,234.4528640775788,1638.8060039089332,-10.13570933097879
-1.45,33.83369324429796,234.12095577631646,1630.4773927486594,-10.037929023350868
-1.445,33.91186360006483,233.78895862819192,1622.164003250042,-9.94054866659113
-1.44,33.990635177140135,233.45687900391937,1613.8658749428732,-9.843568444711686
-1.435,34.07001628193428,233.12472347600962,1605.58304785601,-9.746988544149442
-1.43,34.15001539080059,232.79249882544414,1597.3155625303339,-9.650809153813242
-1.425,34.230641154709176,232.46021204863376,1589.0634600323717,-9.555030465132266
-1.42,34.311902404077955,232.12787036460813,1580.8267819681573,-9.45965267210566
-1.415,34.39380815377788,231.79548122251992,1572.60557049783,-9.364675971353549
-1.41,34.476367608313424,231.46305230943267,1564.3998683507057,-9.270100562169308
-1.405,34.55959016718654,231.13059155841322,1556.2097188408966,-9.175926646573348
-1.4,34.64348543045508,230.7981071569583,1548.0351658836012,-9.08215442936824
-1.395,34.72806320449056,230.46560755575157,1539.876254011967,-8.988784118195413
-1.39,34.81333350794686,230.133101477783,1531.7330283946737,-8.895815923593371
-1.385,34.899306577947875,229.80059792783678,1523.605534854176,-8.80325005905753
-1.38,34.98599287650371,229.46810620236994,1515.4938198856887,-8.711086741101669
-1.375,35.07340309716706,229.13563589980308,1507.39793067695,-8.61932618932118
-1.37,35.16154817193958,228.80319693123923,1499.3179151287934,-8.527968626458009
-1.365,35.25043927844035,228.47079953163325,1491.2538218765433,-8.437014278467487
-1.36,35.34008784734824,228.1384542714368,1483.205700312342,-8.34646337458709
-1.355,35.43050557013181,227.80617206874274,1475.1736006084031,-8.256316147407098
-1.35,35.52170440707908,227.4739642019475,1467.157573741234,-8.166572832943393
-1.345,35.61369659564329,227.14184232297154,1459.157671516941,-8.077233670712301
-1.34,35.70649465911886,226.8098184710591,1451.1739465976445,-7.988298903807721
-1.335,35.80011141566268,226.47790508717947,1443.206452528985,-7.8997687789804445
-1.33,35.894559987679834,226.14611502908062,1435.2552437689412,-7.81164354671995
-1.325,35.98985381159143,225.8144615870185,1427.3203757179044,-7.723923461338565
-1.32,36.086006648002446,225.48295850020162,1419.4019047501554,-7.6366087810582375
-1.315,36.18303269946477,225.15162047085332,1411.4998905502637,-7.549699768099968
-1.31,36.280946116691446,224.8204608425336,1403.6143853039205,-7.463196688775959
-1.305,36.37976194048902,224.48949592777095,1395.7454536878497,-7.377099813584671
-1.3,36.4794952998842,224.1587412610871,1387.8931554770397,-7.291409417308864
-1.295,36.58016170900819,223.82821295123082,1380.0575518063977,-7.206125779116674
-1.29,36.68177713864219,223.49792792900985,1372.2387060760834,-7.121249182666026
-1.285,36.78435793378276,223.16790357270534,1364.4366823538205,-7.036779916212281
-1.28,36.887920858451864,222.83815785152856,1356.65154588181,-6.952718272719514
-1.275,36.992483146372074,222.50870951924583,1348.883363917645,-6.869064549975289
-1.27,37.09806244108265,222.1795777984642,1341.1322042340391,-6.785819050709387
-1.265,37.20467689523214,221.85078277460943,1333.3981367872725,-6.702982082716346
-1.26,37.31234512406424,221.52234515203546,1325.6812326050092,-6.620553958982253
-1.255,37.42108625726132,221.19428642824897,1317.981564447609,-6.538534997815747
-1.25,37.53091994212377,220.866628860477,1310.2992065947565,-6.456925522983626
-1.245,37.64186637295787,220.53939554226767,1302.6342350965142,-6.3757258638510494
-1.24,37.75394630511438,220.21261041084585,1294.9867277188025,-6.294936355526731
-1.235,37.867181079328255,219.88629829723408,1287.356764071891,-6.214557339013266
-1.23,37.98159264449435,219.56048496620977,1279.7444256868648,-6.134589161362805
-1.225,38.09720358116869,219.23519715795797,1272.1497960994068,-6.05503217583841
-1.22,38.21403712674074,218.91046263280205,1264.5729609363273,-5.975886742081289
-1.215,38.332117202116265,218.5863102201655,1257.0140080175913,-5.89715322628424
-1.21,38.45146844015036,218.26276987139633,1249.4730274669923,-5.818832001371621
-1.205,38.57211621492646,217.93987271306872,1241.9501118192848,-5.740923447186141
-1.2,38.694086673351244,217.61765110640312,1234.4453561456955,-5.663427950682835
-1.195,38.81740676838795,217.29613870981674,1226.9588581851333,-5.586345906130654
