k,g11,g12,g22,energy
-1.19,38.9421042943719,216.97537054626167,1219.4907184876338,-5.509677715321993
-1.185,39.06820792449017,216.65538307530747,1212.0410405687921,-5.433423787790672
-1.18,39.19574725064809,216.33621427067115,1204.6099310777038,-5.3575845410388006
-1.175,39.32475282603062,216.01790370407957,1197.1974999810434,-5.282160400773079
-1.17,39.455256210435564,215.70049263544632,1189.8038607624246,-5.207151801151044
-1.165,39.58729001882852,215.38402411079457,1182.4291306418525,-5.132559185037914
-1.16,39.72088797333928,215.06854306837891,1175.0734308159958,-5.058383004274682
-1.155,39.85608495909105,214.75409645411997,1167.736886722579,-4.9846237199581775
-1.15,39.99291708427466,214.44073334747824,1160.4196283320427,-4.911281802733852
-1.145,40.13142174491401,214.12850509897095,1153.1217904697448,-4.838357733102272
-1.14,40.27163769486319,213.8174654808447,1145.8435131730264,-4.765852001740124
-1.135,40.41360512162358,213.50767085251303,1138.5849420875481,-4.693765109836955
-1.13,40.557365728666156,213.19918034267124,1131.3462289083104,-4.62209756944865
-1.125,40.70296282503449,212.89205605024316,1124.1275318713272,-4.550849903869127
-1.12,40.850441423108,212.58636326659217,1116.9290163026592,-4.480022648021523
-1.115,40.99984834554466,212.28217072186163,1109.7508552328877,-4.409616348870631
-1.11,41.15123234254516,211.97955085858925,1102.5932300855306,-4.339631565858309
-1.105,41.304644220766576,211.67858013632207,1095.4563314498455,-4.270068871363861
-1.1,41.46013698538238,211.3793393713622,1088.3403599491783,-4.200928851191716
-1.095,41.61776599701278,211.08191411643446,1081.2455272180198,-4.132212105088912
-1.09,41.77758914548837,210.7863950856929,1074.1720570023913,-4.063919247295245
-1.085,41.93966704269508,210.49287863126264,1067.1201864003071,-3.996050907129252
-1.08,42.104063237060856,210.2014672783367,1060.0901672610871,-3.9286077296137987
-1.075,42.27084445261453,209.9122703268329,1053.0822677648002,-3.8615903761452075
-1.07,42.44008085595594,209.6254045286879,1046.096774205831,-3.7949995252107085
-1.065,42.61184635494784,209.3409948510839,1039.13399300749,-3.7288358731593645
-1.06,42.78621893347085,209.05917533727663,1032.1942529980238,-3.6631001350325056
-1.055,42.963281027184465,208.78009007821882,1025.2779079819604,-3.5977930454603566
-1.05,43.14311994591833,208.50389430988608,1018.3853396448059,-3.532915359632529
-1.045,43.32582834908354,208.2307556531271,1011.5169608336191,-3.468467854351043
-1.04,43.5115047813586,207.96085551496887,1004.6732192607302,-3.404451329175728
-1.035,43.70025427686958,207.69439067265458,997.854601683215,-3.3408666076730924
-1.03,43.892189041177836,207.43157506431498,991.0616386165627,-3.277714538781421
-1.025,44.087429221590845,207.17264181297787,984.294909646914,-3.2149959983062573
-1.02,44.28610377767254,206.91784551380553,977.5550494131512,-3.152711890562687
-1.015,44.48835146532355,206.66746481782232,970.8427543369231,-3.090863150182629
-1.01,44.694321949465646,206.4218053491279,964.1587901862657,-3.0294507441080714
-1.005,44.90417706219156,206.18120299657764,957.504000566168,-2.968475673793619
-1.0,45.11809222524736,205.94602762519543,950.8793164374142,-2.907938977644984
-0.995,45.336258057907706,205.71668725715747,944.2857667732582,-2.8478417337232953
-0.99,45.558882193669675,205.4936327769451,937.7244904714238,-2.788185062748946
-0.985,45.78619133174527,205.27736322024143,931.1967496467598,-2.7289701314429156
-0.98,46.01843355205815,205.06843171125468,924.7039444372427,-2.6701981562481167
-0.975,46.25588092529806,204.86745211813235,918.2476294618742,-2.611870407478524
-0.97,46.498832452573424,204.6751065011072,911.8295320741113,-2.5539882139494763
-0.965,46.747617372212176,204.49215343246124,905.4515725566206,-2.4965529681487384
-0.96,47.00259887424795,204.31943727123272,899.1158864026052,-2.439566132014761
-0.955,47.2641782659632,204.15789847833548,892.8248488239606,-2.3830292433957965
-0.95,47.53279963436717,204.00858505888374,886.5811016156485,-2.3269439232715277
-0.945,47.80895505345868,203.87266521739608,880.3875824873388,-2.2713118838272788
-0.94,48.09319038521356,203.75144130712187,874.2475569442435,-2.216134937479789
-0.935,48.38611172308978,203.6463651460699,868.1646527572703,-2.161415006962909
-0.93,48.688392524833525,203.55905475756882,862.1428970026716,-2.1071541365911055
-0.925,49.000781476824194,203.49131257058934,856.1867555690652,-2.0533545048285533
-0.92,49.3241111241241,203.4451450819635,850.3011749183547,-2.0000184383008413
-0.915,49.65930728755668,203.42278393572653,844.491625738061,-1.9471484273956128
-0.91,50.00739926987284,203.42670830989604,838.7641479259064,-1.894747143606281
-0.905,50.36953082532311,203.45966841285485,833.1253960903658,-1.842817458779323
-0.9,50.746971828007766,203.52470977335287,827.5826844171172,-1.7913624664296353
-0.895,51.14113052085907,203.6251978517743,822.1440293219011,-1.7403855052885895
-0.89,51.55356615474423,203.76484229548018,816.8181877614771,-1.6898901852449035
-0.885,51.98600173071145,203.94771989547115,811.6146883790612,-1.63988041582706
-0.88,52.44033643136797,204.1782949604522,806.5438517862002,-1.5903604373556937
-0.875,52.918657162145614,204.4614353907551,801.6167951943677,-1.5413348548623982
-0.87,53.42324841076609,204.80242218908145,796.8454152678183,-1.4928086748242457
-0.865,53.95659936360404,205.206949467491,792.2423414374352,-1.444787344696696
-0.86,54.52140688005945,205.68111117992487,787.8208499598551,-1.3972767951366394
-0.855,55.120572510226424,206.23136981035017,783.5947267104198,-1.3502834846856058
-0.85,55.757191238485866,206.86450106883106,779.5780640689185,-1.30381444652397
-0.845,56.43452904238691,207.58750729807429,775.7849743497457,-1.257877336701902
-0.84,57.15598567718981,208.4074908034756,772.2291991702348,-1.2124804829930587
-0.835,57.92503835156916,209.33147676454345,768.9235911826934,-1.1676329331930235
-0.83,58.745161192423815,210.36617390110737,765.8794421167357,-1.1233445012871979
-0.825,59.61971468449705,211.51765987910798,763.1056297082758,-1.0796258094339408
-0.82,60.551798740160216,212.79097789285132,760.6075567346614,-1.0364883231434034
-0.815,61.54406289707557,214.189631449823,758.385859280845,-0.9939443763806812
-0.81,62.59846762618086,215.7149667843171,756.4348701594084,-0.9520071825926513
-0.805,63.71599221647727,217.36543739302832,754.7408390780174,-0.9106908268724769
-0.8,64.89628762471567,219.13575392110252,753.2799358833928,-0.8700102336743019
-0.795,66.13727752343708,221.01593606919693,752.0160990840426,-0.8299811037359639
-0.79,67.43471800723347,222.99030219854694,750.8988402296866,-0.7906198132525959
-0.785,68.78173631584436,225.0364571995019,749.8611753459975,-0.7519432679936169
-0.78,70.16838142088044,227.12436922346575,748.817924378122,-0.7139687051290724
-0.775,71.58123367220743,229.21565863985995,747.6646911142117,-0.6767134362128808
-0.77,73.00313524535268,231.26325335289886,746.2778964985231,-0.6401945262564204
-0.765,74.41311505568139,233.2115860364724,744.5162689145387,-0.6044284062917247
-0.76,75.78658715331912,234.99751120763372,742.2241727533262,-0.5694304203847889
-0.755,77.09589572359468,236.5520926574071,739.2370577362123,-0.5352143127138653
-0.75,78.31125832723946,237.80334560412044,735.3891189938491,-0.5017916659007664
-0.745,79.40211943164623,238.67990966365025,730.5229708209783,-0.46917130787995864
-0.74,80.33886984739509,239.11548483396058,724.5007796837624,-0.4373587105827861
-0.735,81.09482085366842,239.05370240695055,717.2159291096712,-0.40635540877923404
-0.73,81.64825649447567,238.4529574793552,708.6039812548279,-0.3761584706449508
-0.725,81.98433935361642,237.29063758580662,698.6515476303787,-0.34676005217181416
-0.72,82.09662940347103,235.56617719019852,687.4017580332685,-0.31814706486223443
-0.715,81.98800216866239,233.30246838992068,674.9553492825821,-0.2903009801486749
-0.71,81.67082141914615,230.54535641607174,661.4669453481006,-0.2631977851387495
-0.705,81.16632129624334,227.36120891654096,647.1367650639814,-0.23680809362268018
-0.7,80.50326242997092,223.83281578446264,632.1986314310394,-0.21109740519280162
-0.695,79.71602235669093,220.05409337419633,616.9056295560663,-0.18602649531589943
-0.69,78.8423427167831,216.12418974818564,601.514976124522,-0.1615519115686963
-0.685,77.92097449110261,212.14159928850816,586.273600302401,-0.1376265468406941
-0.68,76.98943987972439,208.19880781181726,571.4056427419595,-0.11420025938869038
-0.675,76.08207689428956,204.377837092232,557.1026515640591,-0.09122051188619285
-0.67,75.22846667262213,200.746882947398,543.5168004363434,-0.06863300630546343
-0.665,74.45227981714953,197.35808212887068,530.7570649565454,-0.04638229762250656
-0.66,73.77052829415295,194.24632584191448,518.8880242727155,-0.024412375934520725
-0.655,73.19317927146058,191.42897204045775,507.9308206157835,-0.0026672127387112887
-0.65,72.72307681227709,188.90629151964853,497.8657938589096,0.018908727829014982
-0.645,72.35612263353399,186.6625021521474,488.63637598949845,0.04037000848126171
-0.64,72.08168201825868,184.66728517318262,480.15393947209844,0.06176976288899816
-0.635,71.8831986502663,182.87772077676863,472.30340448994383,0.08315925824594839
-0.63,71.73901633003527,181.2406133670766,464.94949179917324,0.10458747161825288
-0.625,71.62341124445744,179.69518949671686,457.94354037848854,0.12610067818384074
-0.62,71.5078326286784,178.17613870980333,451.1307847447399,0.147742053116791
-0.615,71.3623316725296,176.61692986601284,444.35791143829834,0.16955129291108362
-0.61,71.1571306691717,174.9532798724452,437.4806062216573,0.19156426580980623
-0.605,70.86425188937177,173.12659055828377,430.370691913831,0.2138127041321476
-0.6,70.45909600484381,171.08711892878463,422.9223759260997,0.23632395313449228
-0.595,69.92184143822547,168.79662280775722,415.05710865717236,0.25912079119142684
-0.59,69.23853585936742,166.23024037397377,406.7266198137485,0.2822213343328248
-0.585,68.40177270963824,163.37742239494182,397.91385130143254,0.3056390345895581
-0.58,67.41088754350714,160.24183337082883,388.63172231382714,0.32938277653568715
-0.575,66.2716643125476,156.8402556055559,378.9199057936262,0.353457070469553
-0.57,64.995599978891,153.20064574244014,368.84001799087054,0.3778623345997292
-0.565,63.59882567626983,149.35958408129704,358.46978122008835,0.4025952531607184
-0.56,62.10081494544191,145.359406932264,347.89678702929865,0.4276491932218245
-0.555,60.52301982142175,141.24531552064346,337.2124580494651,0.45301466048708505
-0.55,58.88756448611,137.06271644051589,326.50669826639415,0.4786797737498789
-0.545,57.216098930477095,132.85498128933824,315.86356398856896,0.5046307387287245
-0.54,55.528879074821845,128.66173332776071,305.35811630714596,0.5308523044286186
-0.535,53.84410268848034,124.51769217646805,295.05446058517794,0.5573281884861354
-0.53,52.17749824292467,120.45204482942438,285.00485939256976,0.5840414616840743
-0.525,50.54214006521668,116.48826828199554,275.2497304453741,0.6109748855343293
-0.52,48.9484488926947,112.64430644887292,265.81830865060584,0.6381112001978693
-0.515,47.40433131502278,108.93299881493546,256.729752989581,0.665433362830584
-0.51,45.91541266842394,105.36266564915844,247.99450368613856,0.6929247386173416
-0.505,44.48532340025125,101.9377695439399,239.6157321510741,0.72056924828078
-0.5,43.11600660822857,98.65959114146602,231.59076685421175,0.7483514767854273
-0.495,41.808022703474684,95.5268749564231,223.91241653844807,0.7762567483986409
-0.49,40.56083482817621,92.53641720083341,216.5701446416456,0.8042711733272103
-0.485,39.37306515812548,89.68358049552103,209.5510740855992,0.8323816709303393
-0.48,38.242717305673835,86.96273009841295,202.84081979400264,0.8605759741113963
-0.475,37.16736373719095,84.3675930448824,196.42415829225436,0.8888426189901764
-0.47,36.14429960436149,81.89154586853691,190.28555075037292,0.9171709234146752
-0.465,35.170665895907305,79.52783891400735,184.4095391276916,0.9455509573291896
-0.46,34.24354558720032,77.26976620045181,178.78103580298114,0.9739735075024993
-0.455,33.360036716486306,75.11078980106676,173.38552615538396,1.0024300386530482
-0.45,32.517306226168415,73.04462712914008,168.20920170520162,1.030912652595726
-0.445,31.7126281125829,71.06530863073698,163.23903913103996,1.0594140466795965
-0.44,30.943409027117426,69.167212363151,158.46283808607984,1.0879274724857653
-0.435,30.207204033167272,67.34508090751005,153.86922844772945,1.1164466955058518
-0.43,29.501724790786238,65.59402509610148,149.44765556577886,1.1449659563183685
-0.425,28.824842039522252,63.909518168561256,145.188350275201,1.173479933617097
-0.42,28.174583892839003,62.287383221561214,141.0822889210541,1.2019837093165044
-0.415,27.54913114943562,60.723776185083146,137.12114739070944,1.2304727358584875
-0.41,26.946810567130974,59.21516603720123,133.2972521358233,1.2589428057678425
-0.405,26.366086830327447,57.75831354680351,129.60353036130135,1.287390023446004
-0.4,25.805553767379706,56.350249496279574,126.03346092791958,1.315810779150333
-0.395,25.263925234003537,54.988253070509614,122.58102702870238,1.3442017250762972
-0.39,24.740025967734574,53.66983089196077,119.24067132909343,1.3725597534396714
-0.385,24.23278263138072,52.39269702320815,116.00725398373763,1.4008819764431548
-0.38,23.74121519597845,51.15475413823367,112.87601373862744,1.4291657080049518
-0.375,23.264428762132553,49.95407597435361,109.84253218007007,1.457408447124399
-0.37,22.801605879592408,48.78889111101477,106.90270108835351,1.485607862760343
-0.365,22.351999395823775,47.65756807457236,104.05269278353907,1.5137617801011705
-0.36,21.914925843027778,46.558601735270884,101.28893330533823,1.5418681681100757
-0.355,21.489759357759592,45.490600940503434,98.60807824192464,1.5699251282349933
-0.35,21.075926116654454,44.45227731443617,96.00699100900619,1.5979308841791031
-0.345,20.672899264619655,43.442435146045675,93.48272337646411,1.6258837726347743
-0.34,20.28019430738451,42.459962284023355,91.03249804270551,1.6537822348907292
-0.335,19.897364937793196,41.50382195652255,88.65369306419194,1.6816248092291528
-0.33,19.523999264174428,40.5730454354558,86.34382795787322,1.7094101240363058
-0.325,19.159716409119845,39.66672546827669,84.10055130626029,1.7371368915565566
-0.32,18.804163447732947,38.78401040435146,81.92162970772189,1.7648039022260638
-0.315,18.457012655644874,37.92409894776335,79.8049379277012,1.7924100195279367
-0.31,18.117959038648067,37.086235473390474,77.74845011944984,1.8199541753162949
-0.305,17.78671811755191,36.26970584817221,75.75023199532762,1.8474353655615041
-0.3,17.46302394370423,35.47383370445448,73.80843384147576,1.874852646473613
-0.295,17.14662732249653,34.69797711711599,71.92128427968305,1.902205130965152
-0.29,16.83729422400955,33.9415256407247,70.08708469041878,1.9294919854184596
-0.285,16.534804361742438,33.20389766725255,68.30420422034311,1.9567124267261535
-0.28,16.23894992206758,32.48453806884342,66.57107530610008,1.9838657195766025
-0.275,15.949534428654081,31.782916093781733,64.88618965387697,2.0109511739592727
-0.27,15.666371727602117,31.098523487164748,63.24809462116358,2.0379681428673146
-0.265,15.389285080417404,30.430872810831538,61.65538995335973,2.0649160201772343
-0.26,15.118106353230718,29.779495939862546,60.10672483343521,2.0917942386876787
-0.255,14.852675291848767,29.14394271548021,58.60079520783658,2.1186022683011836
-0.25,14.592838873285267,28.523779736416127,57.13634135621507,2.1453396143345396
-0.245,14.338450725401945,27.91858927284585,55.71214567649212,2.1720058159450155
-0.24,14.089370607170212,27.32796828879613,54.32703066022523,2.1986004446609964
-0.235,13.845463942866512,26.751527560554553,52.979857036314804,2.225123103006857
-0.23,13.606601404231384,26.188890880046674,51.66952206377179,2.2515734232130598
-0.225,13.372658535276635,25.639694333440037,50.394957956665614,2.2779510660033946
-0.22,13.143515415004298,25.10358564636861,49.15513042644265,2.304255719452151
-0.215,12.91905635382603,24.58022358818836,47.94903732865224,2.330487097904881
-0.21,12.699169619938957,24.069277428570093,46.775707402720215,2.3566449409570387
-0.205,12.483747192333094,23.57042644053091,45.63419909482244,2.3827290124853855
-0.2,12.272684537478707,23.083359444706975,44.52359945514364,2.408739099727702
-0.195,12.065880407074646,22.607774390289894,43.44302310188615,2.434675012406725
-0.19,11.863236654536484,22.143377968596077,42.39161124533546,2.460536581894761
-0.185,11.66465806816551,21.68988525571922,41.36853076611243,2.486323660415713
-0.18,11.470052219174752,21.24701938113994,40.37297334245916,2.512036120281698
-0.175,11.279329322957823,20.81451121954288,39.40415462203765,2.5376738531616563
-0.17,11.0924021121668,20.392099103412832,38.46131343425564,2.563236769379701
-0.165,10.909185720335314,19.979528554279547,37.54371103962526,2.5887247972411167
-0.16,10.729597574920613,19.576552030722734,36.65063041305653,2.614137882384131
-0.155,10.553557298773814,19.182928691482932,35.78137555837134,2.639475987155885
-0.15,10.380986619155372,18.798424172209106,34.935270851616636,2.664739090011042
-0.145,10.211809283517015,18.422810374552174,34.11166041104826,2.6899271849316944
-0.14,10.045950981357551,18.055865266459428,33.30990749188362,2.7150402808673793
-0.135,9.883339271540557,17.697372692660174,32.52939390413899,2.7400784011940673
-0.13,9.723903514529447,17.347122194446392,31.769519452045124,2.765041583191174
-0.125,9.567574809057387,17.00490883795401,31.029701393693006,2.789929877535596
-0.12,9.414285932803905,16.670533050241325,30.30937391970606,2.814743347812075
-0.115,9.263971286696991,16.343800462537075,29.60798764985064,2.8394820700389976
-0.11,9.116566842502108,16.02452176010085,28.9250091466066,2.864146132209041
-0.105,8.972010093396728,15.712512538198576,28.25992044481268,2.888735633843966
-0.1,8.830240007261777,15.407593163748878,27.612218596581897,2.913250685562997
-0.095,8.69119698245007,15.109588642242462,26.98141523075551,2.937691408664263
-0.09,8.554822805818963,14.818328489579617,26.367036126228264,2.962057934718763
-0.085,8.42106061283474,14.533646608503764,25.76862079852878,2.986350405176419
-0.08,8.289854849578633,14.255381169344613,25.185722099094814,3.010568970983762
-0.075,8.16115123650106,13.983374494810757,24.61790582672224,3.0347137922129033
-0.07,8.034896733786368,13.717472948596296,24.06475035070553,3.0587850377013073
-0.065,7.911039508204908,13.45752682758951,23.525846245224326,3.082782884702129
-0.06,7.789528901341137,13.20339025748981,23.000795934558276,3.1067075185447135
-0.055,7.670315399097431,12.95492109165674,22.489213348740584,3.1305591323049367
-0.05,7.553350602384156,12.711980813032111,21.990723589287857,3.1543379264851517
-0.045,7.438587198913528,12.474434438986817,21.504962604660328,3.1780441087033737
-0.04,7.325978936023574,12.242150428958125,21.031576875129645,3.201677893391507
-0.035,7.215480594465826,12.01500059475472,20.57022310675046,3.22523950150234
-0.03,7.10704796309545,11.792860013414469,20.120567934143555,3.2487291602250044
-0.025,7.000637814408948,11.575606942510284,19.6822876318172,3.272147102708773
-0.02,6.896207880878653,11.363122737805925,19.255067833763036,3.2954935677948765
-0.015,6.793716832038946,11.155291773172388,18.838603261078635,3.318768799756173
-0.01,6.693124252281582,10.952001362679567,18.432597457375422,3.341973048044454
-0.005,6.594390619322296,10.753141684785302,18.036762531744504,3.3651065670451676
-0.0,6.497477283303201,10.558605708548196,17.650818909060344,3.388169615839414
0.005,6.402346446499084,10.368289121795367,17.274495087410717,3.411162457972957
0.01,6.308961143597907,10.182090261180814,16.907527402450835,3.4340853612321456
0.015,6.217285222528196,9.999910044073188,16.54965979848478,3.4569385974265128
0.02,6.127283325807818,9.821651902214935,16.200643606084192,3.479722442177899
0.025,6.038920872392064,9.647221717100695,15.860237326065743,3.502437174715985
0.03,5.952164039998015,9.47652775702042,15.5282064196449,3.5250830776799487
0.035,5.866979747886613,9.309480615721009,15.204323104600123,3.5476604369262756
0.04,5.783335640083184,9.145993152638129,14.88836615727797,3.5701695413423615
0.045,5.701200069019857,8.985980434655476,14.580120720281867,3.5926106826659505
0.05,5.620542079583083,8.829359679347158,14.27937811568454,3.614984155310111
0.055,5.541331393552446,8.676050199664918,13.985935663616882,3.637290256193743
0.06,5.463538394415811,8.52597335002934,13.69959650608222,3.659529284577334
0.065,5.387134112548759,8.379052473789582,13.420169435856481,3.6817015419039945
0.07,5.312090210745049,8.235212852013795,13.147468730331195,3.7038073316454874
0.075,5.238378970087844,8.094381653577797,12.88131399016771,3.7258469591532117
0.08,5.16597327615016,7.956487886517366,12.621529982628443,3.7478207315140217
0.085,5.094846605514473,7.821462350612226,12.367946489457173,3.769728957410681
0.09,5.024973012602357,7.6892375911711826,12.120398159184193,3.7915719469869407
0.095,4.956327116804582,7.5597478539876635,11.878724363733497,3.8133500117170187
0.1,4.888884089903798,7.432929041437472,11.642769059214762,3.8350634642794366
0.105,4.8226196437808015,7.308718669689233,11.412380650782623,3.8567126184350746
0.11,4.757510018397718,7.1870558270015685,11.187411861452821,3.8782977889093484
0.115,4.693531970049909,7.06788113307912,10.967719604763287,3.8998192912783587
0.12,4.630662759880105,6.951136699462332,10.753164861174843,3.921277441858992
0.125,4.568880142648034,6.8367660909255035,10.543612558106231,3.9426725576027617
0.13,4.508162355749141,6.72471428785873,10.338931453502374,3.9640049559933908
0.135,4.448488108476161,6.614927649609491,10.138994022836144,3.9852749549479674
0.14,4.389836571518073,6.507353878761204,9.943676349447864,4.006482872721602
0.145,4.332187366690328,6.401941986325369,9.752858018127602,4.027629027815502
0.15,4.275520556891426,6.29864225782573,9.566422011849195,4.048713738888351
0.155,4.219816636280278,6.197406220252418,9.384254611566032,4.069737324670911
0.16,4.165056520669539,6.098186609865238,9.20624529898202,4.0907001038837825
0.165,4.11122153812991,6.000937340825142,9.03228666221195,4.111602395158146
0.17,4.058293419800917,5.905613474634319,8.862274304249983,4.132444516959565
0.175,4.006254290903399,5.812171190364564,8.696106754164116,4.153226787514592
0.18,3.9550866619494363,5.720567755655137,8.533685380939103,4.173949524740196
0.185,3.9047734201454043,5.630761498461189,8.374914309891375,4.19461304617593
0.19,3.8552978209840143,5.542711779534312,8.219700341580873,4.215217668918718
0.195,3.8066434800212363,5.456378965617307,8.067952873148029,4.235763709560219
0.2,3.758794364834285,5.371724403335646,7.919583822004915,4.256251484126688
0.205,3.7117347871566246,5.288710393768262,7.7745075518118885,4.276681308021246
0.21,3.6654493951866676,5.207300167681285,7.632640800673244,4.297053495968509
0.215,3.619923166065734,5.127457861407446,7.49390261148582,4.31736836196152
0.22,3.5751413985228093,5.049148493356358,7.3582142643787645,4.337626219210839
0.225,3.531089705681653,4.972337941138833,7.225499211181559,4.357827380095845
0.23,3.4877540080272538,4.896992919290347,7.095683011860761,4.377972156118085
0.235,3.445120526528259,4.823080957578523,6.968693272867152,4.39806085785666
0.24,3.4031757759123726,4.750570379880433,6.8444595873373135,4.418093794925562
0.245,3.361906558090879,4.679430283614382,6.72291347709304,4.438071275932921
0.25,3.321299955729905,4.609630519713149,6.603988336386378,4.457993608442096
0.255,3.2813433259647917,4.5411416731242635,6.487619377337406,4.477861098934541
0.26,3.242024294255013,4.4739350438244125,6.373743577014501,4.497674052774426
0.265,3.203330748376349,4.407982628334514,6.2622996261076675,4.517432774174906
0.27,3.165250832547463,4.343257101722637,6.153227879146898,4.537137566166036
0.275,3.1277729416884905,4.279731800082824,6.046470306219887,4.5567887305642545
0.28,3.090885715808182,4.217380703476769,5.941970446142951,4.576386567943383
0.285,3.0545780345174616,4.156178419327127,5.839673361042111,4.59593137760713
0.29,3.018839011666378,4.096100166250303,5.739525592301137,4.615423457562967
0.295,2.983657990101983,4.0371217583176735,5.6414751178357605,4.634863104497458
0.3,2.9490245365443863,3.9792195897337037,5.545471310653105,4.654250613752857
0.305,2.9149284365789554,3.922370619920901,5.451464898658643,4.673586279305054
0.31,2.8813596897613514,3.8665523589998534,5.359407925671119,4.6928703937427345
0.315,2.8483085048338284,3.8117428536550895,5.269253713610152,4.71210324824777
0.32,2.815765295049913,3.757920673376139,5.180956825820277,4.731285132576779
0.325,2.783720673605089,3.705064897063741,5.094473031496345,4.7504163350437985
0.33,2.752165449171447,3.653155099992014,5.00975927117741,4.769497142504048
0.335,2.721090621534177,3.602171341117405,4.926773623276726,4.788527840338801
0.34,2.6904873773269014,3.5520941507240997,4.8454752716146245,4.807508712441185
0.345,2.6603470858648453,3.5029045183986636,4.765824473925914,4.826440041203059
0.35,2.630661295072628,3.454583881323637,4.687782531309893,4.845322107502762
0.355,2.6014217275052505,3.4071141128825713,4.611311758595448,4.864155190693841
0.36,2.5726202764601687,3.3604775115680527,4.536375455592927,4.882939568594619
0.365,2.5442490021780135,3.3146567901841935,4.46293787920516,4.901675517478656
0.37,2.5163001281304815,3.2696350653362027,4.390964216371698,4.920363312065969
0.375,2.488766037393375,3.225395847199465,4.32042055782117,4.939003225515143
0.38,2.461639269102565,3.181923029559996,4.251273872605779,4.9575955294161185
0.385,2.4349125149913204,3.139200880119577,4.183491983395026,4.976140493783773
0.39,2.4085786160071923,3.0972140310583134,4.117043542504872,4.994638387052156
0.395,2.3826305590066674,3.0559474698478253,4.051898008640168,5.013089476069487
0.4,2.357061473525441,3.0153865303077674,3.9880256243276135,5.0314940260937515
0.405,2.331864628623289,2.975516883899955,3.925397394019113,5.049852300788942
0.41,2.307033429801326,2.9363245312531374,3.863985062844347,5.068164562221936
0.415,2.282561415990168,2.897795793912261,3.803761095992572,5.086431070859923
0.42,2.258442256607418,2.8599173063063175,3.7446986587046873,5.104652085568438
0.425,2.2346697486829497,2.822676007928844,3.6867715968567105,5.122827863609903
0.43,2.2112378140502504,2.7860591357251225,3.629954418116268,5.140958660642716
0.435,2.188140496602502,2.7500542166807587,3.574222273654991,5.159044730720822
0.44,2.1653719596118846,2.7146490606060607,3.5195509403994305,5.177086326293778
0.445,2.142926483110489,2.6798317531107716,3.4659168038039825,5.195083698207285
0.45,2.1207984613316855,2.64559064876431,3.4132968411301143,5.213037095704144
0.455,2.098982400210416,2.6119143644362968,3.3616686052161997,5.230946766425663
0.46,2.077472914940859,2.578791772812259,3.3110102087226476,5.248812956413452
0.465,2.056264727590682,2.5462119960804186,3.2613003088386523,5.266635910111636
0.47,2.035352664769872,2.5141643997840357,3.212518092435278,5.284415870369399
0.475,2.0147316553534553,2.482638586835549,3.164643261652224,5.302153078443943
0.48,1.994396728256597,2.4516243916878055,3.117656019904603,5.319847774003733
0.485,1.9743430102608548,2.4211118746580436,3.0715370582968213,5.33750019513214
0.49,1.9545657238903982,2.3910913164005545,3.02626754243126,5.3551105783313115
0.495,1.9350601853373004,2.36155321252429,2.9818290996001013,5.37267915852644
0.5,1.915821802434212,2.332488268350765,2.9382038063477207,5.39020616907023
0.505,1.896846072673848,2.3038873938091706,2.895374176393294,5.407691841747706
0.51,1.8781285812739434,2.2757416984646275,2.8533231489022626,5.425136406781256
0.515,1.8596649992865053,2.24804248667582,2.812034077095804,5.4425400928359124
0.52,1.8414510817506777,2.2207812528789495,2.771490717188703,5.459903127024881
0.525,1.8234826658877556,2.193949676994057,2.731677217644952,5.477225734915325
0.53,1.805755669337789,2.1675396199508623,2.692578108742071,5.494508140534315
0.535,1.7882660884363726,2.1415431193303895,2.654178292434152,5.511750566375011
0.54,1.7710099965311075,2.1159523851197837,2.616463032505356,5.528953233403034
0.545,1.7539835423364738,2.090759795576812,2.5794179450044585,5.546116361063058
0.55,1.737182948326305,2.0659578932011895,2.5430289889521465,5.563240167285495
0.555,1.7206045091630566,2.041539380809961,2.507282457312991,5.580324868493422
0.56,1.704244590162955,2.017497117714047,2.472164968224061,5.597370679609638
0.565,1.6880996257961125,1.9938241159931176,2.437663456472267,5.614377814063861
0.57,1.6721661182208363,1.970513536866227,2.4037651652131644,5.631346483800069
0.575,1.656440635851423,1.9475586871557178,2.370457637924041,5.648276899283999
0.58,1.640919811958431,1.9249530158416082,2.3377287105839337,5.665169269510732
0.585,1.6256003433008681,1.9026901107042744,2.3055665040741133,5.682023802012399
0.59,1.6104789887894368,1.8807636950529418,2.273959416792335,5.69884070286605
0.595,1.5955525681800728,1.859167624537567,2.2428961174742894,5.715620176701527
0.6,1.5808179607972404,1.8378958840421644,2.2123655382165053,5.732362426709559
0.605,1.5662721042859833,1.8169425846569591,2.1823568676941463,5.749067654649818
0.61,1.5519119933923406,1.7963019607276023,2.1528595445683174,5.765736060859126
0.615,1.5377346787713562,1.77596836697932,2.1238632510772812,5.782367844259792
0.62,1.5237372658218673,1.755936275713678,2.0953579068056163,5.798963202367885
0.625,1.5099169135477595,1.7362002740764841,2.067333662626734,5.815522331301666
0.63,1.4962708334447643,1.7167550613945473,2.0397808948131226,5.832045425790111
0.635,1.482796288412377,1.697595446579612,2.0126901993095454,5.848532679181375
0.64,1.469490591690169,1.6787163455975878,1.986052386164322,5.864984283451391
0.645,1.4563511058181584,1.6601127790015735,1.9598584741143377,5.881400429212543
0.65,1.4433752416202765,1.6417798695264794,1.9340996853185974,5.897781305722257
